fips,county,year,netmigration_1864,pop_1864,rate_1864,netmigration_total,pop_total,rate_total
000,Colorado,1970,29861,1864101,1.6,35636,2224610,1.6
001,Adams County,1970,2385,135810,1.76,3285,187058,1.76
003,Alamosa County,1970,247,8294,2.98,342,11484,2.98
005,Arapahoe County,1970,2728,114612,2.38,3896,163683,2.38
007,Archuleta County,1970,-314,2230,-14.08,-380,2698,-14.08
009,Baca County,1970,-135,4017,-3.36,-190,5653,-3.36
011,Bent County,1970,-264,5989,-4.41,-286,6488,-4.41
013,Boulder County,1970,4191,114056,3.67,4903,133432,3.67
014,Broomfield County,1970,,,,,,
015,Chaffee County,1970,197,7637,2.58,265,10273,2.58
017,Cheyenne County,1970,-66,1977,-3.34,-80,2396,-3.34
019,Clear Creek County,1970,627,4993,11.98,598,4993,11.98
021,Conejos County,1970,-309,6777,-4.56,-357,7829,-4.56
023,Costilla County,1970,-58,2836,-2.05,-63,3080,-2.05
025,Crowley County,1970,-28,3085,-0.88,-27,3085,-0.88
027,Custer County,1970,16,905,1.77,20,1131,1.77
029,Delta County,1970,-116,9656,-1.2,-184,15316,-1.2
031,Denver County,1970,-3197,515985,-0.49,-2542,515985,-0.49
033,Dolores County,1970,-100,1380,-7.25,-118,1628,-7.25
035,Douglas County,1970,489,5911,8.27,711,8594,8.27
037,Eagle County,1970,1170,7689,13.55,1042,7689,13.55
039,Elbert County,1970,36,2608,1.38,54,3912,1.38
041,El Paso County,1970,9566,238384,3.98,9477,238384,3.98
043,Fremont County,1970,392,13480,2.91,643,22110,2.91
045,Garfield County,1970,383,12407,3.09,462,14965,3.09
047,Gilpin County,1970,128,1157,11.07,144,1301,11.07
049,Grand County,1970,281,3955,7.11,301,4236,7.11
051,Gunnison County,1970,317,7714,4.03,311,7714,4.03
053,Hinsdale County,1970,-6,153,-3.94,-8,203,-3.94
055,Huerfano County,1970,-87,6527,-1.23,-80,6527,-1.23
057,Jackson County,1970,11,566,1.95,36,1850,1.95
059,Jefferson County,1970,7391,175081,4.22,10035,237712,4.22
061,Kiowa County,1970,-24,1033,-2.32,-47,2022,-2.32
063,Kit Carson County,1970,8,6737,0.12,9,7579,0.12
065,Lake County,1970,235,3652,6.44,535,8313,6.44
067,La Plata County,1970,-475,17150,-2.77,-535,19316,-2.77
069,Larimer County,1970,3647,72988,5,4556,91179,5
071,Las Animas County,1970,-481,14077,-3.42,-540,15803,-3.42
073,Lincoln County,1970,47,4311,1.09,53,4861,1.09
075,Logan County,1970,-166,18881,-0.82,-155,18881,-0.82
077,Mesa County,1970,278,39185,0.71,387,54548,0.71
079,Mineral County,1970,-5,78,6.42,51,794,6.42
081,Moffat County,1970,-162,5044,-3.21,-211,6569,-3.21
083,Montezuma County,1970,-110,8389,-1.31,-171,13040,-1.31
085,Montrose County,1970,-98,11037,-0.89,-163,18357,-0.89
087,Morgan County,1970,298,10134,2.94,596,20268,2.94
089,Otero County,1970,-651,20584,-3.16,-740,23398,-3.16
091,Ouray County,1970,-65,1413,-4.6,-71,1543,-4.6
093,Park County,1970,73,1697,4.3,95,2208,4.3
095,Phillips County,1970,-33,584,-5.65,-231,4085,-5.65
097,Pitkin County,1970,608,6342,9.24,586,6342,9.24
099,Prowers County,1970,103,9980,1.03,137,13274,1.03
101,Pueblo County,1970,-2914,118533,-2.23,-2638,118533,-2.23
103,Rio Blanco County,1970,-50,3772,-1.33,-64,4828,-1.33
105,Rio Grande County,1970,-353,8765,-4.03,-421,10453,-4.03
107,Routt County,1970,457,6010,7.6,512,6733,7.6
109,Saguache County,1970,-19,1694,-1.12,-43,3833,-1.12
111,San Juan County,1970,-3,118,-2.55,-21,822,-2.55
113,San Miguel County,1970,1,1973,0.05,1,1973,0.05
115,Sedgwick County,1970,-138,3176,-4.35,-148,3406,-4.35
117,Summit County,1970,501,2637,19.01,531,2794,19.01
119,Teller County,1970,68,2622,2.59,88,3392,2.59
121,Washington County,1970,-206,5520,-3.24,-179,5520,-3.24
123,Weld County,1970,1445,67654,2.14,1923,90033,2.14
125,Yuma County,1970,-130,4317,-3.01,-256,8501,-3.01
000,Colorado,1971,30831,1914450,1.61,36793,2284660,1.61
001,Adams County,1971,1635,139494,1.17,2252,192134,1.17
003,Alamosa County,1971,87,8505,1.02,120,11731,1.02
005,Arapahoe County,1971,3059,118919,2.57,4369,169845,2.57
007,Archuleta County,1971,-150,2107,-7.12,-182,2556,-7.12
009,Baca County,1971,-75,3977,-1.89,-105,5567,-1.89
011,Bent County,1971,-37,5984,-0.62,-40,6469,-0.62
013,Boulder County,1971,4004,119339,3.36,4684,139606,3.36
014,Broomfield County,1971,,,,,,
015,Chaffee County,1971,290,7951,3.65,391,10719,3.65
017,Cheyenne County,1971,-5,1713,-0.29,-7,2397,-0.29
019,Clear Creek County,1971,669,5689,11.21,638,5689,11.21
021,Conejos County,1971,-138,6695,-2.06,-160,7762,-2.06
023,Costilla County,1971,-61,2766,-2.21,-67,3037,-2.21
025,Crowley County,1971,-3,3082,-0.1,-3,3082,-0.1
027,Custer County,1971,35,936,3.74,44,1176,3.74
029,Delta County,1971,76,9777,0.78,120,15437,0.78
031,Denver County,1971,1159,521213,0.18,921,521213,0.18
033,Dolores County,1971,-55,1336,-4.12,-65,1578,-4.12
035,Douglas County,1971,469,6426,7.3,682,9344,7.3
037,Eagle County,1971,702,8452,7.39,625,8452,7.39
039,Elbert County,1971,16,2746,0.58,23,3947,0.58
041,El Paso County,1971,5644,248034,2.25,5591,248034,2.25
043,Fremont County,1971,420,13907,3.02,688,22780,3.02
045,Garfield County,1971,384,12861,2.99,464,15540,2.99
047,Gilpin County,1971,99,1264,7.83,111,1417,7.83
049,Grand County,1971,435,4425,9.83,467,4750,9.83
051,Gunnison County,1971,458,8257,5.45,450,8257,5.45
053,Hinsdale County,1971,3,206,1.46,3,206,1.46
055,Huerfano County,1971,-263,6274,-3.84,-241,6274,-3.84
057,Jackson County,1971,39,580,6.73,135,2007,6.73
059,Jefferson County,1971,4939,182011,2.71,6705,247090,2.71
061,Kiowa County,1971,-21,997,-2.11,-42,1994,-2.11
063,Kit Carson County,1971,104,6222,1.67,130,7777,1.67
065,Lake County,1971,-18,3532,-0.51,-43,8436,-0.51
067,La Plata County,1971,257,17657,1.46,288,19786,1.46
069,Larimer County,1971,3395,77070,4.41,4242,96297,4.41
071,Las Animas County,1971,164,14372,1.14,183,16037,1.14
073,Lincoln County,1971,88,4412,1.99,99,4963,1.99
075,Logan County,1971,-45,18996,-0.22,-42,18996,-0.22
077,Mesa County,1971,307,39627,0.77,428,55245,0.77
079,Mineral County,1971,-2,75,2.67,22,824,2.67
081,Moffat County,1971,95,5252,1.81,122,6744,1.81
083,Montezuma County,1971,139,8700,1.6,214,13393,1.6
085,Montrose County,1971,-98,10948,-0.9,-164,18321,-0.9
087,Morgan County,1971,243,10459,2.32,486,20918,2.32
089,Otero County,1971,-584,20139,-2.9,-664,22897,-2.9
091,Ouray County,1971,-18,1377,-1.31,-20,1529,-1.31
093,Park County,1971,63,1767,3.57,82,2299,3.57
095,Phillips County,1971,-28,560,-5,-195,3899,-5
097,Pitkin County,1971,551,6970,7.62,531,6970,7.62
099,Prowers County,1971,-51,10005,-0.51,-68,13339,-0.51
101,Pueblo County,1971,20,119714,0.02,18,119714,0.02
103,Rio Blanco County,1971,-76,3702,-2.05,-98,4773,-2.05
105,Rio Grande County,1971,-206,8615,-2.39,-246,10287,-2.39
107,Routt County,1971,454,6520,6.96,508,7295,6.96
109,Saguache County,1971,-9,1735,-0.52,-20,3855,-0.52
111,San Juan County,1971,-7,129,-5.46,-43,788,-5.46
113,San Miguel County,1971,77,1968,3.91,81,2070,3.91
115,Sedgwick County,1971,-5,2840,-0.18,-6,3408,-0.18
117,Summit County,1971,440,3124,14.09,466,3308,14.09
119,Teller County,1971,206,2831,7.28,269,3696,7.28
121,Washington County,1971,-162,5401,-2.61,-141,5401,-2.61
123,Weld County,1971,1496,69898,2.14,1990,92978,2.14
125,Yuma County,1971,-95,4231,-2.25,-187,8327,-2.25
000,Colorado,1972,60386,1992883,3.03,72065,2378318,3.03
001,Adams County,1972,5000,146364,3.42,6889,201659,3.42
003,Alamosa County,1972,185,8748,2.12,256,12104,2.12
005,Arapahoe County,1972,7749,127843,6.06,11069,182615,6.06
007,Archuleta County,1972,-53,2072,-2.56,-65,2540,-2.56
009,Baca County,1972,59,4084,1.44,82,5675,1.44
011,Bent County,1972,-121,5874,-2.06,-131,6359,-2.06
013,Boulder County,1972,7374,127883,5.77,8628,149630,5.77
014,Broomfield County,1972,,,,,,
015,Chaffee County,1972,323,8307,3.89,436,11213,3.89
017,Cheyenne County,1972,-127,1881,-6.75,-152,2251,-6.75
019,Clear Creek County,1972,109,5846,1.78,104,5846,1.78
021,Conejos County,1972,-44,6713,-0.66,-51,7780,-0.66
023,Costilla County,1972,131,2974,4.4,141,3201,4.4
025,Crowley County,1972,115,3195,3.38,108,3195,3.38
027,Custer County,1972,40,982,4.07,50,1227,4.07
029,Delta County,1972,367,10135,3.62,580,16016,3.62
031,Denver County,1972,-5794,520235,-0.89,-4607,520235,-0.89
033,Dolores County,1972,-36,1293,-2.78,-43,1544,-2.78
035,Douglas County,1972,631,7105,8.88,917,10324,8.88
037,Eagle County,1972,213,8763,2.16,189,8763,2.16
039,Elbert County,1972,58,2697,2.15,87,4045,2.15
041,El Paso County,1972,14038,265926,5.23,13907,265926,5.23
043,Fremont County,1972,469,14346,3.27,769,23521,3.27
045,Garfield County,1972,291,13272,2.19,351,16008,2.19
047,Gilpin County,1972,83,1353,6.14,93,1515,6.14
049,Grand County,1972,821,5302,15.49,881,5689,15.49
051,Gunnison County,1972,108,8442,1.26,106,8442,1.26
053,Hinsdale County,1972,59,236,25,68,272,25
055,Huerfano County,1972,109,6357,1.56,99,6357,1.56
057,Jackson County,1972,-10,552,-1.81,-36,1985,-1.81
059,Jefferson County,1972,10236,194143,5.27,13898,263598,5.27
061,Kiowa County,1972,-5,1002,-0.5,-10,2003,-0.5
063,Kit Carson County,1972,-344,5875,-5.86,-433,7394,-5.86
065,Lake County,1972,-60,3674,-1.63,-138,8448,-1.63
067,La Plata County,1972,106,17857,0.59,119,20046,0.59
069,Larimer County,1972,6951,84687,8.21,8685,105812,8.21
071,Las Animas County,1972,-66,14063,-0.47,-75,15980,-0.47
073,Lincoln County,1972,-57,4299,-1.33,-65,4902,-1.33
075,Logan County,1972,-8,19131,-0.04,-8,19131,-0.04
077,Mesa County,1972,1031,40850,2.52,1438,56975,2.52
079,Mineral County,1972,-1,70,1.43,12,838,1.43
081,Moffat County,1972,95,5391,1.76,122,6923,1.76
083,Montezuma County,1972,116,8888,1.31,179,13715,1.31
085,Montrose County,1972,-44,10911,-0.4,-74,18350,-0.4
087,Morgan County,1972,135,10681,1.26,270,21361,1.26
089,Otero County,1972,299,20659,1.45,339,23422,1.45
091,Ouray County,1972,-25,1349,-1.85,-28,1510,-1.85
093,Park County,1972,332,2109,15.75,434,2756,15.75
095,Phillips County,1972,11,590,1.86,74,3968,1.86
097,Pitkin County,1972,390,7434,5.06,376,7434,5.06
099,Prowers County,1972,-69,9914,-0.7,-93,13362,-0.7
101,Pueblo County,1972,44,120677,0.03,39,120677,0.03
103,Rio Blanco County,1972,-169,3600,-4.69,-216,4601,-4.69
105,Rio Grande County,1972,-10,7970,-0.13,-13,10361,-0.13
107,Routt County,1972,598,7166,8.35,669,8016,8.35
109,Saguache County,1972,20,1876,1.07,42,3938,1.07
111,San Juan County,1972,-4,136,-2.96,-23,777,-2.96
113,San Miguel County,1972,-52,1887,-2.76,-56,2032,-2.76
115,Sedgwick County,1972,-53,3119,-1.7,-57,3354,-1.7
117,Summit County,1972,584,3757,15.54,619,3982,15.54
119,Teller County,1972,603,3454,17.46,788,4513,17.46
121,Washington County,1972,22,5431,0.35,19,5431,0.35
123,Weld County,1972,3435,73999,4.64,4572,98492,4.64
125,Yuma County,1972,-33,4204,-0.79,-65,8279,-0.79
000,Colorado,1973,76228,2086122,3.65,90971,2489591,3.65
001,Adams County,1973,4993,153259,3.26,6879,211148,3.26
003,Alamosa County,1973,-496,8307,-5.97,-689,11538,-5.97
005,Arapahoe County,1973,9827,138864,7.08,14038,198369,7.08
007,Archuleta County,1973,301,2442,12.33,363,2945,12.33
009,Baca County,1973,-47,4010,-1.17,-66,5630,-1.17
011,Bent County,1973,-334,5555,-6.01,-362,6020,-6.01
013,Boulder County,1973,6838,135835,5.03,8001,158937,5.03
014,Broomfield County,1973,,,,,,
015,Chaffee County,1973,218,8568,2.54,294,11554,2.54
017,Cheyenne County,1973,25,1978,1.26,29,2294,1.26
019,Clear Creek County,1973,-180,5727,-3,-172,5727,-3
021,Conejos County,1973,45,6972,0.65,51,7901,0.65
023,Costilla County,1973,-16,2842,-0.56,-18,3197,-0.56
025,Crowley County,1973,68,3255,1.97,64,3255,1.97
027,Custer County,1973,-62,905,-6.86,-79,1152,-6.86
029,Delta County,1973,289,10436,2.77,456,16465,2.77
031,Denver County,1973,1183,524014,0.18,940,524014,0.18
033,Dolores County,1973,8,1386,0.58,9,1559,0.58
035,Douglas County,1973,908,8047,11.28,1321,11707,11.28
037,Eagle County,1973,745,9541,6.95,663,9541,6.95
039,Elbert County,1973,407,3067,13.27,620,4672,13.27
041,El Paso County,1973,19115,288885,6.56,18937,288885,6.56
043,Fremont County,1973,767,15091,5.08,1257,24731,5.08
045,Garfield County,1973,264,13604,1.94,319,16438,1.94
047,Gilpin County,1973,208,1558,13.36,234,1752,13.36
049,Grand County,1973,351,5730,6.13,376,6138,6.13
051,Gunnison County,1973,236,8746,2.65,232,8746,2.65
053,Hinsdale County,1973,17,258,6.6,19,288,6.6
055,Huerfano County,1973,346,6648,4.75,316,6648,4.75
057,Jackson County,1973,31,610,5.09,108,2122,5.09
059,Jefferson County,1973,13042,209122,6.24,17708,283938,6.24
061,Kiowa County,1973,8,1082,0.74,15,2027,0.74
063,Kit Carson County,1973,-19,5871,-0.32,-24,7416,-0.32
065,Lake County,1973,-14,3615,-0.39,-33,8521,-0.39
067,La Plata County,1973,1104,19049,5.8,1240,21395,5.8
069,Larimer County,1973,4279,89677,4.77,5346,112038,4.77
071,Las Animas County,1973,-237,13992,-1.69,-266,15703,-1.69
073,Lincoln County,1973,-80,4194,-1.91,-92,4822,-1.91
075,Logan County,1973,207,19437,0.99,192,19437,0.99
077,Mesa County,1973,1157,42171,2.74,1614,58827,2.74
079,Mineral County,1973,7,90,-7.85,-61,777,-7.85
081,Moffat County,1973,413,5793,7.13,535,7504,7.13
083,Montezuma County,1973,-111,8812,-1.26,-172,13654,-1.26
085,Montrose County,1973,199,11353,1.75,329,18769,1.75
087,Morgan County,1973,40,10798,0.37,80,21595,0.37
089,Otero County,1973,30,20801,0.14,34,23574,0.14
091,Ouray County,1973,130,1546,8.41,140,1664,8.41
093,Park County,1973,117,2262,5.17,152,2938,5.17
095,Phillips County,1973,11,641,1.72,69,4020,1.72
097,Pitkin County,1973,631,8124,7.5,609,8124,7.5
099,Prowers County,1973,-21,9736,-0.22,-29,13444,-0.22
101,Pueblo County,1973,3006,124232,2.19,2721,124232,2.19
103,Rio Blanco County,1973,164,3814,4.3,208,4837,4.3
105,Rio Grande County,1973,37,8816,0.42,44,10483,0.42
107,Routt County,1973,521,7738,6.73,583,8658,6.73
109,Saguache County,1973,-19,1740,-1.09,-43,3936,-1.09
111,San Juan County,1973,18,163,11.1,99,892,11.1
113,San Miguel County,1973,213,2146,9.93,226,2276,9.93
115,Sedgwick County,1973,-44,3099,-1.42,-47,3310,-1.42
117,Summit County,1973,752,4565,16.47,797,4838,16.47
119,Teller County,1973,384,3866,9.93,502,5053,9.93
121,Washington County,1973,-288,5171,-4.83,-250,5171,-4.83
123,Weld County,1973,3461,78175,4.43,4606,104037,4.43
125,Yuma County,1973,-0,0,-0.01,-1,8308,-0.01
000,Colorado,1974,28185,2131526,1.32,33636,2543764,1.32
001,Adams County,1974,547,155906,0.35,753,214619,0.35
003,Alamosa County,1974,-102,8211,-1.24,-143,11511,-1.24
005,Arapahoe County,1974,5929,146086,4.06,8469,208669,4.06
007,Archuleta County,1974,145,2625,5.53,174,3149,5.53
009,Baca County,1974,-94,3931,-2.39,-132,5520,-2.39
011,Bent County,1974,104,5703,1.82,112,6141,1.82
013,Boulder County,1974,5334,142212,3.75,6241,166393,3.75
014,Broomfield County,1974,,,,,,
015,Chaffee County,1974,102,8744,1.17,137,11744,1.17
017,Cheyenne County,1974,1,2304,0.04,1,2304,0.04
019,Clear Creek County,1974,-50,5752,-0.83,-48,5752,-0.83
021,Conejos County,1974,32,7138,0.45,36,8030,0.45
023,Costilla County,1974,-86,2848,-3.02,-94,3112,-3.02
025,Crowley County,1974,81,3335,2.28,76,3335,2.28
027,Custer County,1974,5,970,0.52,6,1164,0.52
029,Delta County,1974,441,10874,4.06,697,17185,4.06
031,Denver County,1974,-14549,514875,-2.25,-11568,514875,-2.25
033,Dolores County,1974,-108,1227,-8.81,-127,1442,-8.81
035,Douglas County,1974,914,9020,10.13,1329,13115,10.13
037,Eagle County,1974,768,10344,6.61,684,10344,6.61
039,Elbert County,1974,27,3114,0.87,41,4728,0.87
041,El Paso County,1974,1126,294169,0.38,1115,294169,0.38
043,Fremont County,1974,618,15695,3.94,1013,25726,3.94
045,Garfield County,1974,368,14061,2.62,445,17002,2.62
047,Gilpin County,1974,-51,1496,-3.41,-58,1701,-3.41
049,Grand County,1974,-29,5599,-0.52,-32,6178,-0.52
051,Gunnison County,1974,535,9338,5.63,526,9338,5.63
053,Hinsdale County,1974,32,280,11.46,37,323,11.46
055,Huerfano County,1974,-56,6586,-0.79,-52,6586,-0.79
057,Jackson County,1974,-84,519,-16.2,-300,1852,-16.2
059,Jefferson County,1974,7391,218516,3.38,10035,296686,3.38
061,Kiowa County,1974,-20,997,-2.01,-40,1994,-2.01
063,Kit Carson County,1974,63,6029,1.05,79,7559,1.05
065,Lake County,1974,-48,3712,-1.29,-110,8505,-1.29
067,La Plata County,1974,408,19573,2.08,458,21971,2.08
069,Larimer County,1974,5593,95968,5.83,6988,119903,5.83
071,Las Animas County,1974,3,15694,0.02,3,15694,0.02
073,Lincoln County,1974,42,4366,0.96,47,4885,0.96
075,Logan County,1974,-170,19386,-0.82,-159,19386,-0.82
077,Mesa County,1974,944,43289,2.18,1317,60393,2.18
079,Mineral County,1974,-2,77,2.62,21,803,2.62
081,Moffat County,1974,550,6386,8.61,713,8278,8.61
083,Montezuma County,1974,154,9107,1.69,237,14014,1.69
085,Montrose County,1974,450,11836,3.8,746,19621,3.8
087,Morgan County,1974,-65,10720,-0.61,-131,21603,-0.61
089,Otero County,1974,-253,20566,-1.23,-288,23410,-1.23
091,Ouray County,1974,35,1625,2.15,37,1717,2.15
093,Park County,1974,13,2285,0.57,17,2987,0.57
095,Phillips County,1974,-3,499,-0.6,-24,3990,-0.6
097,Pitkin County,1974,335,8529,3.79,323,8529,3.79
099,Prowers County,1974,-68,10056,-0.68,-91,13456,-0.68
101,Pueblo County,1974,-579,124568,-0.42,-525,124568,-0.42
103,Rio Blanco County,1974,91,3905,2.33,116,4977,2.33
105,Rio Grande County,1974,101,8995,1.12,120,10686,1.12
107,Routt County,1974,109,7915,1.38,122,8858,1.38
109,Saguache County,1974,49,1850,2.65,108,4076,2.65
111,San Juan County,1974,-12,143,-8.39,-70,834,-8.39
113,San Miguel County,1974,143,2304,6.21,152,2449,6.21
115,Sedgwick County,1974,-16,2932,-0.55,-18,3298,-0.55
117,Summit County,1974,625,5237,11.94,663,5555,11.94
119,Teller County,1974,250,4168,6,326,5434,6
121,Washington County,1974,-8,5163,-0.14,-7,5163,-0.14
123,Weld County,1974,2274,81179,2.8,3026,108024,2.8
125,Yuma County,1974,55,4344,1.27,107,8451,1.27
000,Colorado,1975,9359,2159301,0.43,11169,2576902,0.43
001,Adams County,1975,-425,157294,-0.27,-586,216880,-0.27
003,Alamosa County,1975,15,8744,0.17,20,11658,0.17
005,Arapahoe County,1975,5073,152615,3.32,7247,218016,3.32
007,Archuleta County,1975,177,2818,6.28,213,3390,6.28
009,Baca County,1975,46,4043,1.14,64,5625,1.14
011,Bent County,1975,174,5897,2.95,187,6337,2.95
013,Boulder County,1975,1305,144680,0.9,1526,169181,0.9
014,Broomfield County,1975,,,,,,
015,Chaffee County,1975,160,8907,1.8,216,12024,1.8
017,Cheyenne County,1975,-77,1842,-4.18,-93,2224,-4.18
019,Clear Creek County,1975,160,6005,2.53,152,6005,2.53
021,Conejos County,1975,-76,6939,-1.1,-88,8034,-1.1
023,Costilla County,1975,-13,2699,-0.48,-15,3114,-0.48
025,Crowley County,1975,-40,3307,-1.15,-38,3307,-1.15
027,Custer County,1975,1,1165,0.09,1,1165,0.09
029,Delta County,1975,622,11506,5.41,984,18202,5.41
031,Denver County,1975,-22873,499371,-3.64,-18187,499371,-3.64
033,Dolores County,1975,111,1361,8.16,129,1581,8.16
035,Douglas County,1975,985,10075,9.78,1432,14647,9.78
037,Eagle County,1975,173,10619,1.45,154,10619,1.45
039,Elbert County,1975,107,3230,3.31,163,4919,3.31
041,El Paso County,1975,-7109,291339,-2.42,-7044,291339,-2.42
043,Fremont County,1975,317,16020,1.98,519,26228,1.98
045,Garfield County,1975,736,14923,4.93,889,18024,4.93
047,Gilpin County,1975,118,1651,7.15,132,1846,7.15
049,Grand County,1975,170,6021,2.82,182,6446,2.82
051,Gunnison County,1975,2,9396,0.01,1,9396,0.01
053,Hinsdale County,1975,25,316,7.93,28,353,7.93
055,Huerfano County,1975,39,6630,0.53,35,6630,0.53
057,Jackson County,1975,-42,486,-8.64,-149,1724,-8.64
059,Jefferson County,1975,9608,230142,4.17,13045,312469,4.17
061,Kiowa County,1975,24,1119,2.15,44,2051,2.15
063,Kit Carson County,1975,19,6329,0.3,23,7661,0.3
065,Lake County,1975,5,4311,0.12,10,8621,0.12
067,La Plata County,1975,928,20630,4.5,1043,23186,4.5
069,Larimer County,1975,94,97139,0.1,117,120907,0.1
071,Las Animas County,1975,-63,13871,-0.45,-71,15632,-0.45
073,Lincoln County,1975,87,4423,1.97,98,4982,1.97
075,Logan County,1975,-293,19243,-1.42,-273,19243,-1.42
077,Mesa County,1975,2747,46275,5.94,3833,64569,5.94
079,Mineral County,1975,1,134,-0.75,-6,802,-0.75
081,Moffat County,1975,1034,7485,13.82,1340,9699,13.82
083,Montezuma County,1975,341,9513,3.58,527,14701,3.58
085,Montrose County,1975,444,12348,3.6,736,20468,3.6
087,Morgan County,1975,-12,10430,-0.12,-25,21729,-0.12
089,Otero County,1975,331,21126,1.57,375,23934,1.57
091,Ouray County,1975,79,1688,4.68,85,1816,4.68
093,Park County,1975,159,2466,6.45,208,3225,6.45
095,Phillips County,1975,35,623,5.62,238,4235,5.62
097,Pitkin County,1975,389,8987,4.17,375,8987,4.17
099,Prowers County,1975,107,10385,1.03,141,13684,1.03
101,Pueblo County,1975,89,125520,0.06,80,125520,0.06
103,Rio Blanco County,1975,59,4056,1.45,74,5086,1.45
105,Rio Grande County,1975,24,9253,0.26,28,10795,0.26
107,Routt County,1975,487,8487,5.74,545,9497,5.74
109,Saguache County,1975,-8,1726,-0.46,-19,4098,-0.46
111,San Juan County,1975,-1,106,-0.95,-8,841,-0.95
113,San Miguel County,1975,-39,2257,-1.73,-42,2430,-1.73
115,Sedgwick County,1975,58,3209,1.81,61,3374,1.81
117,Summit County,1975,236,5542,4.26,250,5870,4.26
119,Teller County,1975,220,4430,4.97,287,5779,4.97
121,Washington County,1975,-48,5135,-0.82,-42,5135,-0.82
123,Weld County,1975,-185,81521,-0.23,-247,108841,-0.23
125,Yuma County,1975,136,4491,3.03,265,8750,3.03
